Date,City,Latitude,Longitude,Temperature (°C),Weather,Panel Type,Mount Type,Tilt (°),Panel Efficiency (%),Solar Irradiance (kWh/m²/day),Output Power (W),Estimated Daily Output (kWh)
5/2/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/2/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/2/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/2/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/3/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/4/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/5/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/6/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/7/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/8/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/9/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/10/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/11/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/12/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/13/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/14/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/15/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/16/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/17/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/18/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/19/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/20/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/21/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/22/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/23/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/24/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/25/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/26/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/27/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/28/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/29/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/30/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Rooftop,25,22,6.73,2.37,24.57
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Rooftop,25,18,6.73,1.94,24.57
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Rooftop,25,12,6.73,1.29,24.57
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Monocrystalline,Ground,15,22,7.03,2.47,25.63
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Polycrystalline,Ground,15,18,7.03,2.02,25.63
5/31/2024,Riyadh,24.7136,46.6753,35,few clouds,Thin-Film,Ground,15,12,7.03,1.35,25.63
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/1/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/2/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/3/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/4/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/5/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/6/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/7/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/8/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Ground,15,22,7.51,2.64,27.01
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Ground,15,18,7.51,2.16,27.01
6/9/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Ground,15,12,7.51,1.44,27.01
6/10/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Monocrystalline,Rooftop,25,22,7.08,2.49,25.48
6/10/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Polycrystalline,Rooftop,25,18,7.08,2.04,25.48
6/10/2024,Riyadh,24.7136,46.6753,40,scattered clouds,Thin-Film,Rooftop,25,12,7.08,1.36,25.48
